state,FriendlyId,district2010,district2020,party,votes
OKLAHOMA,40123000066,4,4,Dem,113
OKLAHOMA,40147000022,1,2,Dem,704
OKLAHOMA,40147000028,1,2,Dem,694
OKLAHOMA,40021000002,2,2,Dem,754
OKLAHOMA,40137000051,4,4,Dem,38
OKLAHOMA,40137000033,4,4,Dem,199
OKLAHOMA,40137000014,4,4,Dem,229
OKLAHOMA,40137000019,4,4,Dem,255
OKLAHOMA,40137000054,4,4,Dem,34
OKLAHOMA,40137000063,4,4,Dem,39
OKLAHOMA,40137000056,4,4,Dem,37
OKLAHOMA,40031000051,4,4,Dem,275
OKLAHOMA,40031000038,4,4,Dem,592
OKLAHOMA,40031000046,4,4,Dem,45
OKLAHOMA,40011000010,3,3,Dem,70
OKLAHOMA,40011000012,3,3,Dem,167
OKLAHOMA,40123000067,4,4,Dem,54
OKLAHOMA,40123000058,4,4,Dem,234
OKLAHOMA,40123000025,4,4,Dem,392
OKLAHOMA,40057000102,3,3,Dem,47
OKLAHOMA,40039000026,3,3,Dem,47
OKLAHOMA,40039000013,3,3,Dem,49
OKLAHOMA,40143000109,1,1,Dem,322
OKLAHOMA,40143000051,1,1,Dem,590
OKLAHOMA,40143000006,1,1,Dem,1256
OKLAHOMA,40143000145,1,1,Dem,494
OKLAHOMA,40143000409,1,1,Dem,470
OKLAHOMA,40143000009,1,1,Dem,201
OKLAHOMA,40115000028,2,2,Dem,254
OKLAHOMA,40127000012,2,2,Dem,12
OKLAHOMA,40127000007,2,2,Dem,43
OKLAHOMA,40123000056,4,4,Dem,68
OKLAHOMA,40123000060,4,4,Dem,239
OKLAHOMA,40003000140,3,3,Dem,46
OKLAHOMA,40047000101,3,3,Dem,175
OKLAHOMA,40047000211,3,3,Dem,70
OKLAHOMA,40047000212,3,3,Dem,52
OKLAHOMA,40003000220,3,3,Dem,64
OKLAHOMA,40051000011,4,4,Dem,59
OKLAHOMA,40051000031,4,4,Dem,70
OKLAHOMA,40051000002,4,4,Dem,207
OKLAHOMA,40051000039,4,4,Dem,177
OKLAHOMA,40143000704,1,1,Dem,682
OKLAHOMA,40143000750,1,1,Dem,434
OKLAHOMA,40143000129,1,1,Dem,413
OKLAHOMA,40143000052,1,1,Dem,854
OKLAHOMA,40143000120,1,1,Dem,394
OKLAHOMA,40143000134,1,1,Dem,429
OKLAHOMA,40097000021,2,2,Dem,93
OKLAHOMA,40001010007,2,2,Dem,136
OKLAHOMA,40143000708,1,1,Dem,355
OKLAHOMA,40143000014,1,1,Dem,941
OKLAHOMA,40143000702,1,1,Dem,429
OKLAHOMA,40143000049,1,1,Dem,417
OKLAHOMA,40143000015,1,1,Dem,473
OKLAHOMA,40143000464,1,1,Dem,540
OKLAHOMA,40143000159,1,1,Dem,487
OKLAHOMA,40123000052,4,4,Dem,198
OKLAHOMA,40143000034,1,1,Dem,216
OKLAHOMA,40143000054,1,1,Dem,728
OKLAHOMA,40143000759,1,1,Dem,437
OKLAHOMA,40143000115,1,1,Dem,228
OKLAHOMA,40143000062,1,1,Dem,732
OKLAHOMA,40015001011,3,3,Dem,50
OKLAHOMA,40031000017,4,4,Dem,485
OKLAHOMA,40031000020,4,4,Dem,394
OKLAHOMA,40031000050,4,4,Dem,665
OKLAHOMA,40031000021,4,4,Dem,262
OKLAHOMA,40031000041,4,4,Dem,127
OKLAHOMA,40039000007,3,3,Dem,196
OKLAHOMA,40039000018,3,3,Dem,247
OKLAHOMA,40141000006,4,4,Dem,23
OKLAHOMA,40009000235,3,3,Dem,243
OKLAHOMA,40103000307,3,3,Dem,130
OKLAHOMA,40017000100,3,3,Dem,177
OKLAHOMA,40017000226,3,,Dem,76
OKLAHOMA,40017000114,3,3,Dem,167
OKLAHOMA,40143000004,1,1,Dem,1109
OKLAHOMA,40143000144,1,1,Dem,732
OKLAHOMA,40143000003,1,1,Dem,223
OKLAHOMA,40127000014,2,2,Dem,4
OKLAHOMA,40141000007,4,4,Dem,87
OKLAHOMA,40141000012,4,4,Dem,27
OKLAHOMA,40143000856,1,1,Dem,564
OKLAHOMA,40143000090,1,1,Dem,283
OKLAHOMA,40143000136,1,1,Dem,358
OKLAHOMA,40143000031,1,1,Dem,315
OKLAHOMA,40143000027,1,1,Dem,257
OKLAHOMA,40143000036,1,1,Dem,660
OKLAHOMA,40143000452,1,1,Dem,627
OKLAHOMA,40143000098,1,1,Dem,401
OKLAHOMA,40129000302,3,3,Dem,8
OKLAHOMA,40089000027,2,2,Dem,5
OKLAHOMA,40077000012,2,2,Dem,23
OKLAHOMA,40077000010,2,2,Dem,51
OKLAHOMA,40077000011,2,2,Dem,117
OKLAHOMA,40077000002,2,2,Dem,141
OKLAHOMA,40087000016,4,4,Dem,202
OKLAHOMA,40039000001,3,3,Dem,216
OKLAHOMA,40031000027,4,4,Dem,207
OKLAHOMA,40089000033,2,2,Dem,26
OKLAHOMA,40093000009,3,3,Dem,6
OKLAHOMA,40017000304,4,3,Dem,347
OKLAHOMA,40127000017,2,2,Dem,42
OKLAHOMA,40029000003,2,2,Dem,29
OKLAHOMA,40029000007,2,2,Dem,45
OKLAHOMA,40085000206,4,4,Dem,26
OKLAHOMA,40085000101,4,4,Dem,81
OKLAHOMA,40023000104,2,2,Dem,73
OKLAHOMA,40085000103,4,4,Dem,103
OKLAHOMA,40023000215,2,2,Dem,61
OKLAHOMA,40023000319,2,2,Dem,37
OKLAHOMA,40015000102,3,3,Dem,220
OKLAHOMA,40009000112,3,3,Dem,37
OKLAHOMA,40009000333,3,3,Dem,160
OKLAHOMA,40009000242,3,3,Dem,34
OKLAHOMA,40087000005,4,4,Dem,92
OKLAHOMA,40087000014,4,4,Dem,138
OKLAHOMA,40087000018,4,4,Dem,107
OKLAHOMA,40087000021,4,4,Dem,189
OKLAHOMA,40087000028,4,4,Dem,148
OKLAHOMA,40087000019,4,4,Dem,147
OKLAHOMA,40087000011,4,4,Dem,73
OKLAHOMA,40087000012,4,4,Dem,225
OKLAHOMA,40087000013,4,4,Dem,503
OKLAHOMA,40143000454,1,1,Dem,670
OKLAHOMA,40143000113,1,1,Dem,420
OKLAHOMA,40143000451,1,1,Dem,420
OKLAHOMA,40143000403,1,1,Dem,706
OKLAHOMA,40143000858,1,1,Dem,156
OKLAHOMA,40143000095,1,1,Dem,375
OKLAHOMA,40143000503,1,1,Dem,302
OKLAHOMA,40143000065,1,1,Dem,451
OKLAHOMA,40143000460,1,1,Dem,276
OKLAHOMA,40143000408,1,1,Dem,353
OKLAHOMA,40143000351,1,1,Dem,727
OKLAHOMA,40143000050,1,1,Dem,399
OKLAHOMA,40143000077,1,1,Dem,596
OKLAHOMA,40143000043,1,1,Dem,197
OKLAHOMA,40143000042,1,1,Dem,166
OKLAHOMA,40081000017,3,5,Dem,51
OKLAHOMA,40013000005,2,2,Dem,290
OKLAHOMA,40013000015,2,2,Dem,106
OKLAHOMA,40143000096,1,1,Dem,310
OKLAHOMA,40143000900,1,1,Dem,293
OKLAHOMA,40039000023,3,3,Dem,109
OKLAHOMA,40039000005,3,3,Dem,225
OKLAHOMA,40031000014,4,4,Dem,171
OKLAHOMA,40031000040,4,4,Dem,147
OKLAHOMA,40015000041,3,3,Dem,265
OKLAHOMA,40047000106,3,3,Dem,54
OKLAHOMA,40047000302,3,3,Dem,410
OKLAHOMA,40047000305,3,3,Dem,262
OKLAHOMA,40073000301,3,3,Dem,185
OKLAHOMA,40015000012,3,3,Dem,193
OKLAHOMA,40015000811,3,3,Dem,78
OKLAHOMA,40021000005,2,2,Dem,124
OKLAHOMA,40141000010,4,4,Dem,101
OKLAHOMA,40089000031,2,2,Dem,90
OKLAHOMA,40089000028,2,2,Dem,1
OKLAHOMA,40089000035,2,2,Dem,109
OKLAHOMA,40101000028,2,2,Dem,238
OKLAHOMA,40101000046,2,2,Dem,268
OKLAHOMA,40101000005,2,2,Dem,540
OKLAHOMA,40035000820,2,2,Dem,89
OKLAHOMA,40101000057,2,2,Dem,7
OKLAHOMA,40019000002,4,4,Dem,289
OKLAHOMA,40019000026,4,4,Dem,79
OKLAHOMA,40019000071,4,4,Dem,85
OKLAHOMA,40019000019,4,4,Dem,459
OKLAHOMA,40019000014,4,4,Dem,150
OKLAHOMA,40025000002,3,3,Dem,18
OKLAHOMA,40025000003,3,3,Dem,10
OKLAHOMA,40025000004,3,3,Dem,11
OKLAHOMA,40105000202,2,2,Dem,32
OKLAHOMA,40105000303,2,2,Dem,37
OKLAHOMA,40051000009,4,4,Dem,334
OKLAHOMA,40051000008,4,4,Dem,199
OKLAHOMA,40051000027,4,4,Dem,60
OKLAHOMA,40063000021,2,2,Dem,72
OKLAHOMA,40063000012,2,2,Dem,81
OKLAHOMA,40063000022,2,2,Dem,52
OKLAHOMA,40063000030,2,2,Dem,31
OKLAHOMA,40047000202,3,3,Dem,354
OKLAHOMA,40149000009,3,3,Dem,16
OKLAHOMA,40019000011,4,4,Dem,191
OKLAHOMA,40043000001,3,3,Dem,24
OKLAHOMA,40043000005,3,3,Dem,48
OKLAHOMA,40011000017,3,3,Dem,118
OKLAHOMA,40043000010,3,3,Dem,8
OKLAHOMA,40089000026,2,2,Dem,17
OKLAHOMA,40089000017,2,2,Dem,101
OKLAHOMA,40089000015,2,2,Dem,20
OKLAHOMA,40089000004,2,2,Dem,159
OKLAHOMA,40129000203,3,3,Dem,3
OKLAHOMA,40149000018,3,3,Dem,39
OKLAHOMA,40101000060,2,2,Dem,34
OKLAHOMA,40085000204,4,4,Dem,97
OKLAHOMA,40149000003,3,3,Dem,23
OKLAHOMA,40015000051,3,3,Dem,459
OKLAHOMA,40035000810,2,2,Dem,91
OKLAHOMA,40039000003,3,3,Dem,233
OKLAHOMA,40039000012,3,3,Dem,90
OKLAHOMA,40011000011,3,3,Dem,116
OKLAHOMA,40055000101,3,3,Dem,93
OKLAHOMA,40029000006,2,2,Dem,23
OKLAHOMA,40085000311,4,4,Dem,66
OKLAHOMA,40029000011,2,2,Dem,40
OKLAHOMA,40143000147,1,1,Dem,329
OKLAHOMA,40143000753,1,1,Dem,348
OKLAHOMA,40143000081,1,1,Dem,634
OKLAHOMA,40143000153,1,1,Dem,401
OKLAHOMA,40143000410,1,1,Dem,204
OKLAHOMA,40143000023,1,1,Dem,178
OKLAHOMA,40143000402,1,1,Dem,401
OKLAHOMA,40143000160,1,1,Dem,773
OKLAHOMA,40029000002,2,2,Dem,72
OKLAHOMA,40013000017,2,2,Dem,93
OKLAHOMA,40143000069,1,1,Dem,802
OKLAHOMA,40143000022,1,1,Dem,305
OKLAHOMA,40143000852,1,1,Dem,350
OKLAHOMA,40143000880,1,1,Dem,305
OKLAHOMA,40143000354,1,1,Dem,53
OKLAHOMA,40143000458,1,1,Dem,641
OKLAHOMA,40143000037,1,1,Dem,214
OKLAHOMA,40143000008,1,1,Dem,545
OKLAHOMA,40063000020,2,2,Dem,192
OKLAHOMA,40063000011,2,2,Dem,100
OKLAHOMA,40029000010,2,2,Dem,24
OKLAHOMA,40029000005,2,2,Dem,65
OKLAHOMA,40023000105,2,2,Dem,123
OKLAHOMA,40023000209,2,2,Dem,51
OKLAHOMA,40085000312,4,4,Dem,64
OKLAHOMA,40001010017,2,2,Dem,115
OKLAHOMA,40001010011,2,2,Dem,35
OKLAHOMA,40097000016,2,2,Dem,78
OKLAHOMA,40097000022,2,2,Dem,95
OKLAHOMA,40001010002,2,2,Dem,56
OKLAHOMA,40143000709,1,1,Dem,480
OKLAHOMA,40143000710,1,1,Dem,79
OKLAHOMA,40143000016,1,1,Dem,141
OKLAHOMA,40143000101,1,1,Dem,723
OKLAHOMA,40103000301,3,3,Dem,65
OKLAHOMA,40009000231,3,3,Dem,39
OKLAHOMA,40103000202,3,3,Dem,84
OKLAHOMA,40009000111,3,3,Dem,125
OKLAHOMA,40023000210,2,2,Dem,51
OKLAHOMA,40085000205,4,4,Dem,86
OKLAHOMA,40023000320,2,2,Dem,19
OKLAHOMA,40023000207,2,2,Dem,20
OKLAHOMA,40015001013,3,3,Dem,56
OKLAHOMA,40015000715,3,3,Dem,32
OKLAHOMA,40049000020,4,4,Dem,194
OKLAHOMA,40049000002,4,4,Dem,76
OKLAHOMA,40049000005,4,4,Dem,81
OKLAHOMA,40145000309,1,1,Dem,319
OKLAHOMA,40015001009,3,3,Dem,48
OKLAHOMA,40015000511,3,3,Dem,277
OKLAHOMA,40035000320,2,2,Dem,29
OKLAHOMA,40101000007,2,2,Dem,533
OKLAHOMA,40101000011,2,2,Dem,232
OKLAHOMA,40049000016,4,4,Dem,109
OKLAHOMA,40049000013,4,4,Dem,54
OKLAHOMA,40049000008,4,4,Dem,119
OKLAHOMA,40115000023,2,2,Dem,221
OKLAHOMA,40145000204,1,2,Dem,242
OKLAHOMA,40097000012,2,2,Dem,130
OKLAHOMA,40035000622,2,2,Dem,182
OKLAHOMA,40001010014,2,2,Dem,156
OKLAHOMA,40097000037,2,2,Dem,136
OKLAHOMA,40151000005,3,3,Dem,182
OKLAHOMA,40099000015,4,4,Dem,233
OKLAHOMA,40115000034,2,2,Dem,77
OKLAHOMA,40051000001,4,4,Dem,152
OKLAHOMA,40097000039,2,2,Dem,189
OKLAHOMA,40001010008,2,2,Dem,81
OKLAHOMA,40051000037,4,4,Dem,367
OKLAHOMA,40121000051,2,2,Dem,34
OKLAHOMA,40009000141,3,3,Dem,104
OKLAHOMA,40129000102,3,3,Dem,16
OKLAHOMA,40149000014,3,3,Dem,60
OKLAHOMA,40115000014,2,2,Dem,201
OKLAHOMA,40115000008,2,2,Dem,64
OKLAHOMA,40001010019,2,2,Dem,104
OKLAHOMA,40153000101,3,3,Dem,123
OKLAHOMA,40153000102,3,3,Dem,76
OKLAHOMA,40153000105,3,3,Dem,67
OKLAHOMA,40153000106,3,3,Dem,5
OKLAHOMA,40121000033,2,2,Dem,79
OKLAHOMA,40121000008,2,2,Dem,135
OKLAHOMA,40013000025,2,2,Dem,190
OKLAHOMA,40013000027,2,2,Dem,204
OKLAHOMA,40149000020,3,3,Dem,33
OKLAHOMA,40143000079,1,1,Dem,675
OKLAHOMA,40143000078,1,1,Dem,631
OKLAHOMA,40143000470,1,1,Dem,684
OKLAHOMA,40143000057,1,1,Dem,175
OKLAHOMA,40143000019,1,1,Dem,264
OKLAHOMA,40143000149,1,1,Dem,254
OKLAHOMA,40143000024,1,1,Dem,259
OKLAHOMA,40143000084,1,1,Dem,346
OKLAHOMA,40143000881,1,1,Dem,209
OKLAHOMA,40041000009,2,2,Dem,339
OKLAHOMA,40051000025,4,4,Dem,86
OKLAHOMA,40051000026,4,4,Dem,23
OKLAHOMA,40097000242,2,2,Dem,188
OKLAHOMA,40097000130,2,2,Dem,113
OKLAHOMA,40053000023,3,3,Dem,68
OKLAHOMA,40053000030,3,3,Dem,60
OKLAHOMA,40143000752,1,1,Dem,417
OKLAHOMA,40143000406,1,1,Dem,333
OKLAHOMA,40141000002,4,4,Dem,97
OKLAHOMA,40141000009,4,4,Dem,34
OKLAHOMA,40013000022,2,2,Dem,209
OKLAHOMA,40001010016,2,2,Dem,71
OKLAHOMA,40015000510,3,3,Dem,101
OKLAHOMA,40015000509,3,3,Dem,72
OKLAHOMA,40015000812,3,3,Dem,53
OKLAHOMA,40097000038,2,2,Dem,62
OKLAHOMA,40039000022,3,3,Dem,37
OKLAHOMA,40151000008,3,3,Dem,21
OKLAHOMA,40151000004,3,3,Dem,27
OKLAHOMA,40049000001,4,4,Dem,65
OKLAHOMA,40049000025,4,4,Dem,80
OKLAHOMA,40049000009,4,4,Dem,119
OKLAHOMA,40099000014,4,4,Dem,41
OKLAHOMA,40099000020,4,4,Dem,189
OKLAHOMA,40135000202,2,2,Dem,141
OKLAHOMA,40135000103,2,2,Dem,172
OKLAHOMA,40135000208,2,2,Dem,174
OKLAHOMA,40095000201,2,2,Dem,81
OKLAHOMA,40135000301,2,2,Dem,209
OKLAHOMA,40081000015,3,5,Dem,198
OKLAHOMA,40033000007,4,4,Dem,60
OKLAHOMA,40153000201,3,3,Dem,150
OKLAHOMA,40013000004,2,2,Dem,217
OKLAHOMA,40135000104,2,2,Dem,110
OKLAHOMA,40135000308,2,2,Dem,40
OKLAHOMA,40013000011,2,2,Dem,30
OKLAHOMA,40013000010,2,2,Dem,104
OKLAHOMA,40013000019,2,2,Dem,162
OKLAHOMA,40013000018,2,2,Dem,170
OKLAHOMA,40015000712,3,3,Dem,130
OKLAHOMA,40015001111,3,3,Dem,110
OKLAHOMA,40079000306,2,2,Dem,11
OKLAHOMA,40079000105,2,2,Dem,135
OKLAHOMA,40089000024,2,2,Dem,21
OKLAHOMA,40131000020,2,2,Dem,418
OKLAHOMA,40131000017,2,2,Dem,170
OKLAHOMA,40131000004,2,2,Dem,436
OKLAHOMA,40031000045,4,4,Dem,257
OKLAHOMA,40133000010,5,5,Dem,305
OKLAHOMA,40133000035,5,5,Dem,112
OKLAHOMA,40143000121,1,1,Dem,555
OKLAHOMA,40143000474,1,1,Dem,596
OKLAHOMA,40143000040,1,1,Dem,55
OKLAHOMA,40143000857,1,1,Dem,365
OKLAHOMA,40131000024,2,2,Dem,111
OKLAHOMA,40131000032,2,2,Dem,172
OKLAHOMA,40131000019,2,2,Dem,138
OKLAHOMA,40131000116,2,2,Dem,150
OKLAHOMA,40037000417,1,1,Dem,322
OKLAHOMA,40063000018,2,2,Dem,33
OKLAHOMA,40063000035,2,2,Dem,137
OKLAHOMA,40133000020,5,5,Dem,141
OKLAHOMA,40133000032,5,5,Dem,171
OKLAHOMA,40133000030,5,5,Dem,54
OKLAHOMA,40031000039,4,4,Dem,171
OKLAHOMA,40143000456,1,1,Dem,346
OKLAHOMA,40143000703,1,1,Dem,667
OKLAHOMA,40143000073,1,1,Dem,336
OKLAHOMA,40143000074,1,1,Dem,483
OKLAHOMA,40143000010,1,1,Dem,711
OKLAHOMA,40143000407,1,1,Dem,379
OKLAHOMA,40133000024,5,5,Dem,122
OKLAHOMA,40037000142,3,1,Dem,618
OKLAHOMA,40037000412,3,3,Dem,97
OKLAHOMA,40037000410,3,3,Dem,23
OKLAHOMA,40037000111,3,1,Dem,242
OKLAHOMA,40113000308,3,3,Dem,294
OKLAHOMA,40113000110,3,3,Dem,85
OKLAHOMA,40013000003,2,2,Dem,280
OKLAHOMA,40121000003,2,2,Dem,204
OKLAHOMA,40121000001,2,2,Dem,52
OKLAHOMA,40083000303,3,,Dem,192
OKLAHOMA,40013000008,2,2,Dem,286
OKLAHOMA,40041000021,2,2,Dem,22
OKLAHOMA,40153000306,3,3,Dem,173
OKLAHOMA,40153000203,3,3,Dem,41
OKLAHOMA,40027000049,4,4,Dem,244
OKLAHOMA,40125000013,5,5,Dem,457
OKLAHOMA,40125000022,5,5,Dem,289
OKLAHOMA,40125000015,5,5,Dem,513
OKLAHOMA,40027000060,4,4,Dem,730
OKLAHOMA,40027000093,4,4,Dem,438
OKLAHOMA,40027000045,4,4,Dem,193
OKLAHOMA,40027000037,4,4,Dem,591
OKLAHOMA,40105000204,2,2,Dem,33
OKLAHOMA,40021000023,2,2,Dem,77
OKLAHOMA,40007000026,3,3,Dem,3
OKLAHOMA,40071000206,3,3,Dem,160
OKLAHOMA,40021000010,2,2,Dem,378
OKLAHOMA,40021000015,2,2,Dem,223
OKLAHOMA,40071000411,3,3,Dem,22
OKLAHOMA,40099000004,4,4,Dem,134
OKLAHOMA,40027000054,4,4,Dem,323
OKLAHOMA,40027000050,4,4,Dem,686
OKLAHOMA,40027000058,4,4,Dem,464
OKLAHOMA,40027000005,4,4,Dem,854
OKLAHOMA,40027000018,4,4,Dem,809
OKLAHOMA,40027000082,4,4,Dem,1193
OKLAHOMA,40049000018,4,4,Dem,238
OKLAHOMA,40095000204,2,2,Dem,88
OKLAHOMA,40095000304,2,2,Dem,168
OKLAHOMA,40033000008,4,4,Dem,15
OKLAHOMA,40003000230,3,3,Dem,36
OKLAHOMA,40121000043,2,2,Dem,49
OKLAHOMA,40047000110,3,3,Dem,191
OKLAHOMA,40047000308,3,3,Dem,149
OKLAHOMA,40047000109,3,3,Dem,38
OKLAHOMA,40027000086,4,4,Dem,576
OKLAHOMA,40027000081,4,4,Dem,1032
OKLAHOMA,40027000039,4,4,Dem,718
OKLAHOMA,40027000087,4,4,Dem,235
OKLAHOMA,40027000065,4,4,Dem,231
OKLAHOMA,40027000057,4,4,Dem,615
OKLAHOMA,40027000040,4,4,Dem,685
OKLAHOMA,40027000094,4,4,Dem,140
OKLAHOMA,40059000203,3,3,Dem,10
OKLAHOMA,40027000029,4,4,Dem,345
OKLAHOMA,40033000011,4,4,Dem,20
OKLAHOMA,40131000023,2,2,Dem,364
OKLAHOMA,40131000001,2,2,Dem,513
OKLAHOMA,40131000031,1,,Dem,532
OKLAHOMA,40131000021,1,1,Dem,113
OKLAHOMA,40047000102,3,3,Dem,219
OKLAHOMA,40047000103,3,3,Dem,231
OKLAHOMA,40049000017,4,4,Dem,177
OKLAHOMA,40079000103,2,2,Dem,142
OKLAHOMA,40079000212,2,2,Dem,156
OKLAHOMA,40079000303,2,2,Dem,30
OKLAHOMA,40079000108,2,2,Dem,86
OKLAHOMA,40111000020,2,2,Dem,389
OKLAHOMA,40091000104,2,2,Dem,121
OKLAHOMA,40107000313,2,2,Dem,24
OKLAHOMA,40079000202,2,2,Dem,31
OKLAHOMA,40079000214,2,2,Dem,30
OKLAHOMA,40027000043,4,4,Dem,794
OKLAHOMA,40027000008,4,4,Dem,624
OKLAHOMA,40027000070,4,4,Dem,606
OKLAHOMA,40111000015,2,2,Dem,232
OKLAHOMA,40131000120,2,2,Dem,191
OKLAHOMA,40131000026,2,2,Dem,271
OKLAHOMA,40131000018,2,2,Dem,288
OKLAHOMA,40037000409,3,3,Dem,178
OKLAHOMA,40037000112,3,1,Dem,58
OKLAHOMA,40037000132,3,1,Dem,259
OKLAHOMA,40037000411,3,3,Dem,92
OKLAHOMA,40027000009,4,4,Dem,792
OKLAHOMA,40113000305,3,3,Dem,86
OKLAHOMA,40113000109,3,3,Dem,170
OKLAHOMA,40091000315,2,2,Dem,43
OKLAHOMA,40111000036,2,2,Dem,183
OKLAHOMA,40111000007,2,2,Dem,141
OKLAHOMA,40037000241,3,3,Dem,126
OKLAHOMA,40131000027,2,2,Dem,147
OKLAHOMA,40113000203,3,3,Dem,496
OKLAHOMA,40113000311,3,3,Dem,61
OKLAHOMA,40111000035,2,2,Dem,71
OKLAHOMA,40125000038,5,5,Dem,97
OKLAHOMA,40125000025,5,5,Dem,200
OKLAHOMA,40125000042,5,5,Dem,37
OKLAHOMA,40067000002,4,4,Dem,32
OKLAHOMA,40079000207,2,2,Dem,140
OKLAHOMA,40079000205,2,2,Dem,80
OKLAHOMA,40121000030,2,2,Dem,30
OKLAHOMA,40131000015,2,2,Dem,308
OKLAHOMA,40079000106,2,2,Dem,155
OKLAHOMA,40131000029,2,2,Dem,155
OKLAHOMA,40031000029,4,4,Dem,201
OKLAHOMA,40031000030,4,4,Dem,149
OKLAHOMA,40037000121,3,1,Dem,259
OKLAHOMA,40125000041,5,5,Dem,97
OKLAHOMA,40125000029,5,5,Dem,350
OKLAHOMA,40125000018,5,5,Dem,397
OKLAHOMA,40125000040,5,5,Dem,62
OKLAHOMA,40125000021,5,5,Dem,142
OKLAHOMA,40125000011,5,5,Dem,556
OKLAHOMA,40037000406,3,3,Dem,91
OKLAHOMA,40031000025,4,4,Dem,346
OKLAHOMA,40031000026,4,4,Dem,186
OKLAHOMA,40031000032,4,4,Dem,59
OKLAHOMA,40031000008,4,4,Dem,760
OKLAHOMA,40079000203,2,2,Dem,293
OKLAHOMA,40145000207,1,2,Dem,216
OKLAHOMA,40069000002,2,2,Dem,73
OKLAHOMA,40141000004,4,4,Dem,70
OKLAHOMA,40141000003,4,4,Dem,46
OKLAHOMA,40037000420,3,1,Dem,204
OKLAHOMA,40037000419,3,1,Dem,270
OKLAHOMA,40119000406,3,3,Dem,149
OKLAHOMA,40119000409,3,3,Dem,190
OKLAHOMA,40005000014,2,2,Dem,5
OKLAHOMA,40097000011,2,2,Dem,117
OKLAHOMA,40097000020,2,2,Dem,190
OKLAHOMA,40145000103,1,1,Dem,754
OKLAHOMA,40097000023,2,2,Dem,172
OKLAHOMA,40097000132,2,2,Dem,217
OKLAHOMA,40097000015,2,2,Dem,124
OKLAHOMA,40141000001,4,4,Dem,112
OKLAHOMA,40001010006,2,2,Dem,112
OKLAHOMA,40073000304,3,3,Dem,16
OKLAHOMA,40109000139,5,5,Dem,1162
OKLAHOMA,40109000004,5,5,Dem,415
OKLAHOMA,40019000033,4,4,Dem,100
OKLAHOMA,40019000041,4,4,Dem,123
OKLAHOMA,40109000089,5,,Dem,709
OKLAHOMA,40109000027,4,5,Dem,79
OKLAHOMA,40047000204,3,3,Dem,405
OKLAHOMA,40047000207,3,3,Dem,102
OKLAHOMA,40109000025,5,5,Dem,183
OKLAHOMA,40109000021,5,5,Dem,430
OKLAHOMA,40125000033,5,5,Dem,125
OKLAHOMA,40125000037,5,5,Dem,94
OKLAHOMA,40073000105,3,3,Dem,122
OKLAHOMA,40109000148,5,5,Dem,761
OKLAHOMA,40115000026,2,2,Dem,166
OKLAHOMA,40153000302,3,3,Dem,31
OKLAHOMA,40109000229,5,3,Dem,443
OKLAHOMA,40109000100,5,5,Dem,534
OKLAHOMA,40109000172,5,5,Dem,883
OKLAHOMA,40109000187,5,3,Dem,96
OKLAHOMA,40109000185,5,5,Dem,327
OKLAHOMA,40109000186,5,3,Dem,524
OKLAHOMA,40109000182,5,5,Dem,600
OKLAHOMA,40109000097,4,4,Dem,421
OKLAHOMA,40109000042,5,5,Dem,633
OKLAHOMA,40109000044,5,5,Dem,770
OKLAHOMA,40109000150,5,5,Dem,853
OKLAHOMA,40109000209,5,3,Dem,713
OKLAHOMA,40109000137,5,5,Dem,702
OKLAHOMA,40109000045,5,5,Dem,536
OKLAHOMA,40109000009,5,5,Dem,331
OKLAHOMA,40109000151,5,5,Dem,885
OKLAHOMA,40109000240,5,5,Dem,923
OKLAHOMA,40109000173,5,5,Dem,735
OKLAHOMA,40109000249,5,3,Dem,953
OKLAHOMA,40009000115,3,3,Dem,13
OKLAHOMA,40009000330,3,3,Dem,33
OKLAHOMA,40109000039,5,5,Dem,659
OKLAHOMA,40109000002,5,5,Dem,410
OKLAHOMA,40109000063,5,5,Dem,260
OKLAHOMA,40109000200,5,5,Dem,1324
OKLAHOMA,40109000086,4,4,Dem,844
OKLAHOMA,40109000188,5,3,Dem,4
OKLAHOMA,40109000103,5,5,Dem,571
OKLAHOMA,40073000305,3,3,Dem,16
OKLAHOMA,40081000004,3,5,Dem,47
OKLAHOMA,40109000235,5,3,Dem,550
OKLAHOMA,40109000105,5,5,Dem,613
OKLAHOMA,40109000066,5,5,Dem,960
OKLAHOMA,40109000062,5,5,Dem,582
OKLAHOMA,40109000149,5,5,Dem,528
OKLAHOMA,40109000022,4,5,Dem,207
OKLAHOMA,40011000002,3,3,Dem,75
OKLAHOMA,40031000013,4,4,Dem,528
OKLAHOMA,40031000003,4,4,Dem,495
OKLAHOMA,40081000002,3,5,Dem,142
OKLAHOMA,40003000320,3,3,Dem,16
OKLAHOMA,40047000310,3,3,Dem,95
OKLAHOMA,40031000042,4,4,Dem,836
OKLAHOMA,40031000037,4,4,Dem,59
OKLAHOMA,40133000015,5,5,Dem,76
OKLAHOMA,40073000102,3,3,Dem,21
OKLAHOMA,40089000029,2,2,Dem,27
OKLAHOMA,40115000031,2,2,Dem,223
OKLAHOMA,40123000063,4,4,Dem,68
OKLAHOMA,40123000064,4,4,Dem,121
OKLAHOMA,40089000013,2,2,Dem,48
OKLAHOMA,40013000013,2,2,Dem,76
OKLAHOMA,40021000018,2,2,Dem,57
OKLAHOMA,40081000018,3,5,Dem,111
