date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients
2020-08-20,5573641,44577,173972,1107,11266,37331
2020-08-21,5622409,48768,175073,1101,11030,35987
2020-08-22,5666754,44345,176052,979,10779,34889
2020-08-23,5701239,34485,176547,495,10738,34610
2020-08-24,5736144,34905,176989,442,10696,34802
2020-08-25,5776999,40855,178223,1234,10608,34494
2020-08-26,5820948,43949,179401,1178,10388,33634
2020-08-27,5866912,45964,180516,1115,9909,33295
2020-08-28,5913422,46510,181457,941,9887,31908
2020-08-29,5957630,44208,182440,983,9697,31178
2020-08-30,5992432,34802,182889,449,9549,31074
2020-08-31,6025133,32701,183383,494,9513,31403
2020-09-01,6067946,42813,184444,1061,9477,31126
2020-09-02,6108636,40690,185496,1052,9367,30842
2020-09-03,6152970,44334,186527,1031,9238,30319
2020-09-04,6203641,50671,187506,979,9231,29897
2020-09-05,6247027,43386,188326,820,9091,28849
2020-09-06,6278004,30977,188766,440,9010,28373
2020-09-07,6301844,23840,189086,320,8974,28588
2020-09-08,6327470,25626,189554,468,8974,28961
2020-09-09,6362070,34600,190659,1105,8787,28784
2020-09-10,6398009,35939,191583,924,8592,28033
2020-09-11,6445976,47967,192739,1156,8532,27373
2020-09-12,6487670,41694,193488,749,8312,26513
2020-09-13,6522112,34442,193888,400,8261,26332
2020-09-14,6555360,33248,194311,423,8267,26794
2020-09-15,6594822,39462,195513,1202,8161,26945
2020-09-16,6633728,38906,196468,955,8075,26383
2020-09-17,6678930,45202,197334,866,8026,26095
2020-09-18,6728073,49143,198294,960,7971,25842
2020-09-19,6770652,42579,199005,711,7834,25491
2020-09-20,6809529,38877,199275,270,7842,25553
2020-09-21,6860252,50723,199688,413,7857,26386
2020-09-22,6900323,40071,200723,1035,7862,26440
2020-09-23,6939234,38911,201788,1065,7861,26483
2020-09-24,6986603,47369,202695,907,7830,26406
2020-09-25,7034970,48367,203610,915,7813,26274
2020-09-26,7079901,44931,204393,783,7796,25903
2020-09-27,7117963,38062,204705,312,8067,25970
2020-09-28,7150630,32667,205046,341,7915,27020
2020-09-29,7194194,43564,205948,902,8043,27506
2020-09-30,7233294,39100,206880,932,8070,27668
2020-10-01,7279272,45978,207796,916,8005,27473
2020-10-02,7334418,55146,208637,841,7957,27406
2020-10-03,7383899,49481,209323,686,7964,27268
2020-10-04,7419442,35543,209692,369,8119,27868
2020-10-05,7457757,38315,210174,482,8332,28950
2020-10-06,7503140,45383,210875,701,8569,29988
2020-10-07,7554267,51127,211794,919,8638,30534
2020-10-08,7613291,59024,212776,982,8624,31008
2020-10-09,7669967,56676,213749,973,8723,31207
2020-10-10,7725456,55489,214409,660,8730,30984
2020-10-11,7772121,46665,214876,467,8819,31437
2020-10-12,7813698,41577,215274,398,9057,32782
2020-10-13,7865263,51565,216051,777,9411,33505
2020-10-14,7924557,59294,217050,999,9291,33903
2020-10-15,7989616,65059,217895,845,9478,34385
2020-10-16,8058746,69130,218838,943,9538,34638
2020-10-17,8116053,57307,219658,820,9516,34316
2020-10-18,8166861,50808,220121,463,9725,35008
2020-10-19,8233937,67076,220611,490,10075,36434
2020-10-20,8295638,61701,221548,937,10214,37404
2020-10-21,8358792,63154,222722,1174,10453,38147
2020-10-22,8434997,76205,223579,857,10648,38838
2020-10-23,8517523,82526,224529,950,10712,39076
2020-10-24,8600811,83288,225492,963,10711,39338
